date,job_role,canonical_skill,demand_count,trend_ratio_base,trend_ratio_job_intent,blog_collected_count,cafe_collected_count,kin_collected_count,unique_document_count,weeks_observed,data_quality_flag
2026-06-15,기획/전략,세일즈,21,60.76388,,20,20,20,60,30,OK
2026-06-22,기획/전략,세일즈,21,62.84722,,20,20,20,60,30,OK
2026-06-29,기획/전략,세일즈,21,58.68055,,20,20,20,60,30,OK
2026-07-06,기획/전략,세일즈,21,71.35416,,20,20,20,60,30,OK
2026-07-13,기획/전략,세일즈,21,60.06944,,20,20,20,60,30,OK
2026-07-20,기획/전략,세일즈,21,59.54861,,20,20,20,60,30,OK
2025-12-29,기획/전략,컴퓨터활용능력,20,88.04736,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-01-05,기획/전략,컴퓨터활용능력,20,100.0,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-01-12,기획/전략,컴퓨터활용능력,20,84.49488,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-01-19,기획/전략,컴퓨터활용능력,20,79.47452,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-01-26,기획/전략,컴퓨터활용능력,20,75.61366,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-02-02,기획/전략,컴퓨터활용능력,20,82.76797,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-02-09,기획/전략,컴퓨터활용능력,20,70.2726,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-02-16,기획/전략,컴퓨터활용능력,20,56.6424,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-02-23,기획/전략,컴퓨터활용능력,20,68.36067,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-03-02,기획/전략,컴퓨터활용능력,20,73.52904,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-03-09,기획/전략,컴퓨터활용능력,20,70.69199,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-03-16,기획/전략,컴퓨터활용능력,20,66.49808,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-03-23,기획/전략,컴퓨터활용능력,20,58.03626,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-03-30,기획/전략,컴퓨터활용능력,20,54.92784,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-04-06,기획/전략,컴퓨터활용능력,20,53.20093,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-04-13,기획/전략,컴퓨터활용능력,20,52.2388,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-04-20,기획/전략,컴퓨터활용능력,20,48.62464,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-04-27,기획/전략,컴퓨터활용능력,20,37.44911,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-05-04,기획/전략,컴퓨터활용능력,20,35.37683,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-05-11,기획/전략,컴퓨터활용능력,20,40.23683,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-05-18,기획/전략,컴퓨터활용능력,20,40.47119,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-05-25,기획/전략,컴퓨터활용능력,20,43.49327,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-06-01,기획/전략,컴퓨터활용능력,20,41.23596,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-06-08,기획/전략,컴퓨터활용능력,20,49.30307,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-06-15,기획/전략,컴퓨터활용능력,20,54.15073,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-06-22,기획/전략,컴퓨터활용능력,20,65.58529,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-06-29,기획/전략,컴퓨터활용능력,20,82.75564,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-07-06,기획/전략,컴퓨터활용능력,20,85.65437,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-07-13,기획/전략,컴퓨터활용능력,20,80.39965,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-07-20,기획/전략,컴퓨터활용능력,20,75.42864,,20,20,20,60,30,INTENT_EMPTY_RESULT
,기획/전략,세무/결산,14,,,20,20,20,60,0,BASE_EMPTY_RESULT;INTENT_EMPTY_RESULT
2025-12-29,기획/전략,SQL,13,62.58175,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-01-05,기획/전략,SQL,13,81.06712,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-01-12,기획/전략,SQL,13,75.49053,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-01-19,기획/전략,SQL,13,74.01032,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-01-26,기획/전략,SQL,13,73.94148,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-02-02,기획/전략,SQL,13,94.52667,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-02-09,기획/전략,SQL,13,77.7969,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-02-16,기획/전략,SQL,13,59.72461,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-02-23,기획/전략,SQL,13,87.53872,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-03-02,기획/전략,SQL,13,100.0,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-03-09,기획/전략,SQL,13,79.55249,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-03-16,기획/전략,SQL,13,82.99483,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-03-23,기획/전략,SQL,13,70.67125,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-03-30,기획/전략,SQL,13,60.48192,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-04-06,기획/전략,SQL,13,63.27022,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-04-13,기획/전략,SQL,13,63.51118,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-04-20,기획/전략,SQL,13,63.75215,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-04-27,기획/전략,SQL,13,63.44234,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-05-04,기획/전략,SQL,13,49.53528,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-05-11,기획/전략,SQL,13,57.38382,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-05-18,기획/전략,SQL,13,54.45783,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-05-25,기획/전략,SQL,13,62.99483,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-06-01,기획/전략,SQL,13,48.46815,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-06-08,기획/전략,SQL,13,55.83476,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-06-15,기획/전략,SQL,13,53.01204,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-06-22,기획/전략,SQL,13,54.21686,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-06-29,기획/전략,SQL,13,55.5938,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-07-06,기획/전략,SQL,13,56.31669,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-07-13,기획/전략,SQL,13,49.81067,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-07-20,기획/전략,SQL,13,57.48709,,20,20,20,60,30,INTENT_EMPTY_RESULT
2025-12-29,기획/전략,영상,12,80.60091,,20,20,20,60,30,OK
2026-01-05,기획/전략,영상,12,92.16198,60.0,20,20,20,60,30,OK
2026-01-12,기획/전략,영상,12,100.0,48.0,20,20,20,60,30,OK
2026-01-19,기획/전략,영상,12,87.39386,58.0,20,20,20,60,30,OK
2026-01-26,기획/전략,영상,12,84.91182,56.0,20,20,20,60,30,OK
2026-02-02,기획/전략,영상,12,95.62377,100.0,20,20,20,60,30,OK
2026-02-09,기획/전략,영상,12,96.99542,64.0,20,20,20,60,30,OK
2026-02-16,기획/전략,영상,12,78.77204,22.0,20,20,20,60,30,OK
2026-02-23,기획/전략,영상,12,82.56041,42.0,20,20,20,60,30,OK
2026-03-02,기획/전략,영상,12,81.38471,42.0,20,20,20,60,30,OK
2026-03-09,기획/전략,영상,12,90.79033,28.0,20,20,20,60,30,OK
2026-03-16,기획/전략,영상,12,84.8465,30.0,20,20,20,60,30,OK
2026-03-23,기획/전략,영상,12,77.98824,24.0,20,20,20,60,30,OK
2026-03-30,기획/전략,영상,12,76.15937,46.0,20,20,20,60,30,OK
2026-04-06,기획/전략,영상,12,77.53102,14.0,20,20,20,60,30,OK
2026-04-13,기획/전략,영상,12,78.31482,26.0,20,20,20,60,30,OK
2026-04-20,기획/전략,영상,12,78.70672,,20,20,20,60,30,OK
2026-04-27,기획/전략,영상,12,68.97452,10.0,20,20,20,60,30,OK
2026-05-04,기획/전략,영상,12,65.83932,,20,20,20,60,30,OK
2026-05-11,기획/전략,영상,12,71.84846,20.0,20,20,20,60,30,OK
2026-05-18,기획/전략,영상,12,65.3821,10.0,20,20,20,60,30,OK
2026-05-25,기획/전략,영상,12,62.83474,10.0,20,20,20,60,30,OK
2026-06-01,기획/전략,영상,12,63.74918,,20,20,20,60,30,OK
2026-06-08,기획/전략,영상,12,70.99934,,20,20,20,60,30,OK
2026-06-15,기획/전략,영상,12,67.86414,,20,20,20,60,30,OK
2026-06-22,기획/전략,영상,12,60.41802,28.0,20,20,20,60,30,OK
2026-06-29,기획/전략,영상,12,64.85956,60.0,20,20,20,60,30,OK
2026-07-06,기획/전략,영상,12,64.9902,32.0,20,20,20,60,30,OK
2026-07-13,기획/전략,영상,12,57.87067,50.0,20,20,20,60,30,OK
2026-07-20,기획/전략,영상,12,44.74199,26.0,20,20,20,60,30,OK
,기획/전략,BI,12,,,20,20,20,60,0,BASE_EMPTY_RESULT;INTENT_EMPTY_RESULT;AMBIGUOUS_CONTEXT_APPLIED
,인사/노무,인사(HR),1170,,,20,20,20,60,0,BASE_EMPTY_RESULT;INTENT_EMPTY_RESULT
2025-12-29,인사/노무,Excel,523,76.72371,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-01-05,인사/노무,Excel,523,97.45721,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-01-12,인사/노무,Excel,523,100.0,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-01-19,인사/노무,Excel,523,96.96821,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-01-26,인사/노무,Excel,523,94.37652,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-02-02,인사/노무,Excel,523,91.19804,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-02-09,인사/노무,Excel,523,86.16136,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-02-16,인사/노무,Excel,523,67.33496,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-02-23,인사/노무,Excel,523,82.15158,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-03-02,인사/노무,Excel,523,80.39119,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-03-09,인사/노무,Excel,523,87.04156,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-03-16,인사/노무,Excel,523,76.62591,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-03-23,인사/노무,Excel,523,81.12469,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-03-30,인사/노무,Excel,523,83.08068,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-04-06,인사/노무,Excel,523,77.31051,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-04-13,인사/노무,Excel,523,76.47921,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-04-20,인사/노무,Excel,523,75.35452,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-04-27,인사/노무,Excel,523,60.97799,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-05-04,인사/노무,Excel,523,59.511,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-05-11,인사/노무,Excel,523,61.85819,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-05-18,인사/노무,Excel,523,62.20048,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-05-25,인사/노무,Excel,523,64.35207,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-06-01,인사/노무,Excel,523,86.16136,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-06-08,인사/노무,Excel,523,96.23471,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-06-15,인사/노무,Excel,523,81.80929,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-06-22,인사/노무,Excel,523,79.4132,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-06-29,인사/노무,Excel,523,68.36185,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-07-06,인사/노무,Excel,523,69.92665,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-07-13,인사/노무,Excel,523,64.98777,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-07-20,인사/노무,Excel,523,53.64303,,20,20,20,60,30,INTENT_EMPTY_RESULT
2025-12-29,인사/노무,ERP,328,70.0192,14.02714,20,20,20,60,30,OK
2026-01-05,인사/노무,ERP,328,100.0,28.95927,20,20,20,60,30,OK
2026-01-12,인사/노무,ERP,328,93.37266,35.29411,20,20,20,60,30,OK
2026-01-19,인사/노무,ERP,328,96.54226,43.8914,20,20,20,60,30,OK
2026-01-26,인사/노무,ERP,328,90.23051,63.34841,20,20,20,60,30,OK
2026-02-02,인사/노무,ERP,328,88.11745,79.638,20,20,20,60,30,OK
2026-02-09,인사/노무,ERP,328,76.86608,100.0,20,20,20,60,30,OK
2026-02-16,인사/노무,ERP,328,48.86114,38.46153,20,20,20,60,30,OK
2026-02-23,인사/노무,ERP,328,84.87925,68.32579,20,20,20,60,30,OK
2026-03-02,인사/노무,ERP,328,84.23435,54.75113,20,20,20,60,30,OK
2026-03-09,인사/노무,ERP,328,88.22722,42.53393,20,20,20,60,30,OK
2026-03-16,인사/노무,ERP,328,84.81064,29.41176,20,20,20,60,30,OK
2026-03-23,인사/노무,ERP,328,87.59604,19.00452,20,20,20,60,30,OK
2026-03-30,인사/노무,ERP,328,83.89132,9.95475,20,20,20,60,30,OK
2026-04-06,인사/노무,ERP,328,83.71295,17.64705,20,20,20,60,30,OK
2026-04-13,인사/노무,ERP,328,81.7371,25.79185,20,20,20,60,30,OK
2026-04-20,인사/노무,ERP,328,75.41163,19.9095,20,20,20,60,30,OK
2026-04-27,인사/노무,ERP,328,68.3315,10.85972,20,20,20,60,30,OK
2026-05-04,인사/노무,ERP,328,65.05214,8.59728,20,20,20,60,30,OK
2026-05-11,인사/노무,ERP,328,72.68111,10.85972,20,20,20,60,30,OK
2026-05-18,인사/노무,ERP,328,71.00713,16.28959,20,20,20,60,30,OK
2026-05-25,인사/노무,ERP,328,69.22338,2.26244,20,20,20,60,30,OK
2026-06-01,인사/노무,ERP,328,61.29253,,20,20,20,60,30,OK
2026-06-08,인사/노무,ERP,328,69.85455,2.26244,20,20,20,60,30,OK
2026-06-15,인사/노무,ERP,328,71.78924,8.59728,20,20,20,60,30,OK
2026-06-22,인사/노무,ERP,328,69.82711,,20,20,20,60,30,OK
2026-06-29,인사/노무,ERP,328,73.17508,2.26244,20,20,20,60,30,OK
2026-07-06,인사/노무,ERP,328,69.53896,7.23981,20,20,20,60,30,OK
2026-07-13,인사/노무,ERP,328,61.08671,11.31221,20,20,20,60,30,OK
2026-07-20,인사/노무,ERP,328,58.24643,10.40723,20,20,20,60,30,OK
,인사/노무,프로젝트관리(PM),219,,,20,20,20,60,0,BASE_EMPTY_RESULT;INTENT_EMPTY_RESULT
,인사/노무,세무/결산,172,,,20,20,20,60,0,BASE_EMPTY_RESULT;INTENT_EMPTY_RESULT
2025-12-29,인사/노무,PPT,167,64.26935,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-01-05,인사/노무,PPT,167,70.72835,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-01-12,인사/노무,PPT,167,64.38387,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-01-19,인사/노무,PPT,167,60.765,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-01-26,인사/노무,PPT,167,60.51305,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-02-02,인사/노무,PPT,167,61.63536,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-02-09,인사/노무,PPT,167,53.38983,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-02-16,인사/노무,PPT,167,43.81584,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-02-23,인사/노무,PPT,167,58.29134,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-03-02,인사/노무,PPT,167,75.69857,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-03-09,인사/노무,PPT,167,95.48786,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-03-16,인사/노무,PPT,167,99.45029,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-03-23,인사/노무,PPT,167,96.47274,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-03-30,인사/노무,PPT,167,97.43472,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-04-06,인사/노무,PPT,167,98.44251,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-04-13,인사/노무,PPT,167,90.19697,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-04-20,인사/노무,PPT,167,78.88227,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-04-27,인사/노무,PPT,167,75.2863,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-05-04,인사/노무,PPT,167,85.82226,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-05-11,인사/노무,PPT,167,100.0,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-05-18,인사/노무,PPT,167,93.19743,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-05-25,인사/노무,PPT,167,87.95235,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-06-01,인사/노무,PPT,167,83.78378,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-06-08,인사/노무,PPT,167,83.18827,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-06-15,인사/노무,PPT,167,66.88043,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-06-22,인사/노무,PPT,167,53.71049,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-06-29,인사/노무,PPT,167,53.50435,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-07-06,인사/노무,PPT,167,66.51397,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-07-13,인사/노무,PPT,167,58.31424,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-07-20,인사/노무,PPT,167,38.29592,,20,20,20,60,30,INTENT_EMPTY_RESULT
,인사/노무,영업/세일즈,119,,,20,20,20,60,0,BASE_EMPTY_RESULT;INTENT_EMPTY_RESULT
2025-12-29,인사/노무,컴플라이언스,106,69.68546,71.78423,20,20,20,60,30,OK
2026-01-05,인사/노무,컴플라이언스,106,90.72668,85.47717,20,20,20,60,30,OK
2026-01-12,인사/노무,컴플라이언스,106,85.79175,70.53941,20,20,20,60,30,OK
2026-01-19,인사/노무,컴플라이언스,106,88.66594,74.27385,20,20,20,60,30,OK
2026-01-26,인사/노무,컴플라이언스,106,90.50976,60.99585,20,20,20,60,30,OK
2026-02-02,인사/노무,컴플라이언스,106,100.0,71.78423,20,20,20,60,30,OK
2026-02-09,인사/노무,컴플라이언스,106,79.60954,67.63485,20,20,20,60,30,OK
2026-02-16,인사/노무,컴플라이언스,106,47.12581,32.36514,20,20,20,60,30,OK
2026-02-23,인사/노무,컴플라이언스,106,84.21908,57.26141,20,20,20,60,30,OK
2026-03-02,인사/노무,컴플라이언스,106,70.33622,71.78423,20,20,20,60,30,OK
2026-03-09,인사/노무,컴플라이언스,106,87.25596,79.25311,20,20,20,60,30,OK
2026-03-16,인사/노무,컴플라이언스,106,97.88503,88.38174,20,20,20,60,30,OK
2026-03-23,인사/노무,컴플라이언스,106,90.07592,83.81742,20,20,20,60,30,OK
2026-03-30,인사/노무,컴플라이언스,106,82.15835,93.77593,20,20,20,60,30,OK
2026-04-06,인사/노무,컴플라이언스,106,84.81561,92.11618,20,20,20,60,30,OK
2026-04-13,인사/노무,컴플라이언스,106,90.72668,100.0,20,20,20,60,30,OK
2026-04-20,인사/노무,컴플라이언스,106,96.58351,94.6058,20,20,20,60,30,OK
2026-04-27,인사/노무,컴플라이언스,106,72.34273,75.9336,20,20,20,60,30,OK
2026-05-04,인사/노무,컴플라이언스,106,74.13232,70.53941,20,20,20,60,30,OK
2026-05-11,인사/노무,컴플라이언스,106,79.06724,87.9668,20,20,20,60,30,OK
2026-05-18,인사/노무,컴플라이언스,106,84.38177,78.00829,20,20,20,60,30,OK
2026-05-25,인사/노무,컴플라이언스,106,95.22776,72.6141,20,20,20,60,30,OK
2026-06-01,인사/노무,컴플라이언스,106,76.40997,61.41078,20,20,20,60,30,OK
2026-06-08,인사/노무,컴플라이언스,106,89.96746,69.2946,20,20,20,60,30,OK
2026-06-15,인사/노무,컴플라이언스,106,82.37527,64.31535,20,20,20,60,30,OK
2026-06-22,인사/노무,컴플라이언스,106,77.44034,75.10373,20,20,20,60,30,OK
2026-06-29,인사/노무,컴플라이언스,106,69.63123,66.39004,20,20,20,60,30,OK
2026-07-06,인사/노무,컴플라이언스,106,74.4577,73.85892,20,20,20,60,30,OK
2026-07-13,인사/노무,컴플라이언스,106,72.93926,62.24066,20,20,20,60,30,OK
2026-07-20,인사/노무,컴플라이언스,106,83.24295,80.08298,20,20,20,60,30,OK
2025-12-29,인사/노무,컴퓨터활용능력,84,88.04736,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-01-05,인사/노무,컴퓨터활용능력,84,100.0,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-01-12,인사/노무,컴퓨터활용능력,84,84.49488,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-01-19,인사/노무,컴퓨터활용능력,84,79.47452,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-01-26,인사/노무,컴퓨터활용능력,84,75.61366,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-02-02,인사/노무,컴퓨터활용능력,84,82.76797,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-02-09,인사/노무,컴퓨터활용능력,84,70.2726,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-02-16,인사/노무,컴퓨터활용능력,84,56.6424,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-02-23,인사/노무,컴퓨터활용능력,84,68.36067,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-03-02,인사/노무,컴퓨터활용능력,84,73.52904,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-03-09,인사/노무,컴퓨터활용능력,84,70.69199,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-03-16,인사/노무,컴퓨터활용능력,84,66.49808,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-03-23,인사/노무,컴퓨터활용능력,84,58.03626,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-03-30,인사/노무,컴퓨터활용능력,84,54.92784,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-04-06,인사/노무,컴퓨터활용능력,84,53.20093,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-04-13,인사/노무,컴퓨터활용능력,84,52.2388,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-04-20,인사/노무,컴퓨터활용능력,84,48.62464,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-04-27,인사/노무,컴퓨터활용능력,84,37.44911,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-05-04,인사/노무,컴퓨터활용능력,84,35.37683,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-05-11,인사/노무,컴퓨터활용능력,84,40.23683,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-05-18,인사/노무,컴퓨터활용능력,84,40.47119,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-05-25,인사/노무,컴퓨터활용능력,84,43.49327,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-06-01,인사/노무,컴퓨터활용능력,84,41.23596,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-06-08,인사/노무,컴퓨터활용능력,84,49.30307,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-06-15,인사/노무,컴퓨터활용능력,84,54.15073,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-06-22,인사/노무,컴퓨터활용능력,84,65.58529,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-06-29,인사/노무,컴퓨터활용능력,84,82.75564,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-07-06,인사/노무,컴퓨터활용능력,84,85.65437,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-07-13,인사/노무,컴퓨터활용능력,84,80.39965,,20,20,20,60,30,INTENT_EMPTY_RESULT
2026-07-20,인사/노무,컴퓨터활용능력,84,75.42864,,20,20,20,60,30,INTENT_EMPTY_RESULT
2025-12-29,인사/노무,세무,81,83.63988,37.43315,20,20,20,60,30,OK
2026-01-05,인사/노무,세무,81,91.86834,36.89839,20,20,20,60,30,OK
2026-01-12,인사/노무,세무,81,100.0,49.73262,20,20,20,60,30,OK
2026-01-19,인사/노무,세무,81,97.96708,34.75935,20,20,20,60,30,OK
2026-01-26,인사/노무,세무,81,90.12584,41.17647,20,20,20,60,30,OK
2026-02-02,인사/노무,세무,81,82.09099,54.01069,20,20,20,60,30,OK
2026-02-09,인사/노무,세무,81,83.05905,51.33689,20,20,20,60,30,OK
2026-02-16,인사/노무,세무,81,66.1181,41.17647,20,20,20,60,30,OK
2026-02-23,인사/노무,세무,81,84.12391,39.57219,20,20,20,60,30,OK
2026-03-02,인사/노무,세무,81,81.89738,26.2032,20,20,20,60,30,OK
2026-03-09,인사/노무,세무,81,80.15488,23.52941,20,20,20,60,30,OK
2026-03-16,인사/노무,세무,81,84.0271,29.41176,20,20,20,60,30,OK
2026-03-23,인사/노무,세무,81,84.41432,16.57754,20,20,20,60,30,OK
2026-03-30,인사/노무,세무,81,82.09099,25.66844,20,20,20,60,30,OK
2026-04-06,인사/노무,세무,81,78.21878,24.59893,20,20,20,60,30,OK
2026-04-13,인사/노무,세무,81,66.98935,60.96256,20,20,20,60,30,OK
2026-04-20,인사/노무,세무,81,67.8606,74.86631,20,20,20,60,30,OK
2026-04-27,인사/노무,세무,81,59.0513,56.14973,20,20,20,60,30,OK
2026-05-04,인사/노무,세무,81,68.44143,67.91443,20,20,20,60,30,OK
2026-05-11,인사/노무,세무,81,73.3785,62.03208,20,20,20,60,30,OK
2026-05-18,인사/노무,세무,81,66.89254,60.96256,20,20,20,60,30,OK
2026-05-25,인사/노무,세무,81,65.92449,44.38502,20,20,20,60,30,OK
2026-06-01,인사/노무,세무,81,57.59922,60.4278,20,20,20,60,30,OK
2026-06-08,인사/노무,세무,81,51.8877,81.81818,20,20,20,60,30,OK
2026-06-15,인사/노무,세무,81,50.1452,94.6524,20,20,20,60,30,OK
2026-06-22,인사/노무,세무,81,50.53242,86.09625,20,20,20,60,30,OK
2026-06-29,인사/노무,세무,81,54.69506,100.0,20,20,20,60,30,OK
2026-07-06,인사/노무,세무,81,49.95159,61.49732,20,20,20,60,30,OK
2026-07-13,인사/노무,세무,81,46.75701,69.51871,20,20,20,60,30,OK
2026-07-20,인사/노무,세무,81,42.9816,56.68449,20,20,20,60,30,OK
2025-12-29,인사/노무,더존,76,51.01779,,20,20,20,60,30,OK
2026-01-05,인사/노무,더존,76,100.0,78.94736,20,20,20,60,30,OK
2026-01-12,인사/노무,더존,76,59.4306,100.0,20,20,20,60,30,OK
2026-01-19,인사/노무,더존,76,80.35587,71.05263,20,20,20,60,30,OK
2026-01-26,인사/노무,더존,76,70.56227,,20,20,20,60,30,OK
